RGB Image,Cluster
V10.jpg,1
V100.jpg,1
V103A.jpg,0
V103B.jpg,4
V109.jpg,0
V118.jpg,2
V119.jpg,2
V123.jpg,1
V124.jpg,1
V128.jpg,0
V12A.jpg,0
V12B.jpg,3
V12C.jpg,3
V13.jpg,4
V130.jpg,0
V16.jpg,1
V1A.jpg,3
V1B.jpg,3
V1C.jpg,3
V1D.jpg,3
V1E.jpg,3
V1F.jpg,3
