RGB Image,Cluster
P1.jpg,4
P2.jpg,4
P3.jpg,4
P4.jpg,2
P5.jpg,2
P6.jpg,4
P7.jpg,4
V10.jpg,0
V100.jpg,0
V103A.jpg,3
V103B.jpg,3
V109.jpg,3
V118.jpg,0
V119.jpg,4
V123.jpg,0
V124.jpg,0
V128.jpg,3
V12A.jpg,3
V12B.jpg,1
V12C.jpg,1
V13.jpg,3
V130.jpg,3
V16.jpg,3
V1A.jpg,1
V1B.jpg,1
V1C.jpg,1
V1D.jpg,1
V1E.jpg,1
V1F.jpg,1
